CapitanGatoYT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1979
CaptainPuffy,1640,2325,1577,-1,1815,2190,2789,2031,1886,1989,1490,1878,-1,1578,-1,1840,-1,1934,-1,1758,-1,1600,-1,1458,-1,-1,-1,852,1432,1702,-1
CaptainSparklez,2014,2120,3080,2800,2719,2629,2583,2479,2575,2038,1787,2608,2374,1968,2206,2223,2016,2531,1442,2719,1886,2424,2339,1639,1556,1674,-1,2413,1663,1897,2165
ConnorEatsPants,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,959,-1,-1,-1,1193,-1,-1,-1,-1,1396,-1,-1,1164,-1,-1,-1,-1,-1,-1,-1,-1
cubfan135,-1,-1,-1,-1,1658,1658,-1,1164,-1,2307,-1,1701,-1,1593,-1,-1,1803,-1,-1,2429,-1,1497,1887,1779,-1,1649,-1,1350,1819,2113,1949
DanTDM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1789,1918,2114,1810,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DarkEyebrows,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1447
Dream,-1,-1,-1,-1,-1,3250,3405,3060,2373,3405,3626,2764,2833,2224,3203,3031,2688,3008,2640,-1,2019,3247,2920,3050,-1,-1,-1,-1,-1,-1,-1
Drgluon,677,986,1073,989,1075,-1,724,-1,-1,761,-1,-1,456,-1,-1,706,-1,-1,451,-1,-1,-1,-1,-1,-1,-1,-1,763,-1,-1,-1
ElainaExe,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1426,1364,-1,1371,-1,1501,-1,-1,-1,1584,-1,1444
F1NN5TER,-1,-1,-1,-1,-1,-1,-1,-1,1592,-1,1447,-1,1725,-1,-1,2118,-1,-1,-1,-1,-1,-1,1880,-1,-1,1367,-1,-1,-1,-1,-1
falsesymmetry,-1,-1,-1,1909,1976,1652,1810,1327,2455,2261,2217,1590,2347,1248,1395,-1,2343,-1,1067,2065,-1,1360,1318,-1,1358,-1,-1,1693,1805,1490,-1
FireBreathMan,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2774,3496,2782
FlorianFunke,2505,2163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FoolishG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1705,1910,2166,2101,2063,-1,-1,1842,-1,-1
fruitberries,-1,-1,-1,-1,-1,3031,2638,-1,3805,-1,3129,3318,3079,2859,2075,3307,3306,-1,3464,3002,3048,-1,-1,2672,2954,3166,-1,-1,2724,2763,2611
Fundy,-1,-1,-1,-1,-1,2790,3382,1921,2090,-1,2596,2922,2474,2500,2749,2699,-1,2682,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fWhip,-1,-1,-1,1456,2534,2008,2724,2609,-1,-1,2139,2059,-1,-1,1901,-1,2041,-1,-1,-1,2018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GamerBurry,808,1271,1464,1320,1050,1288,-1,848,1183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GeeNelly,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1747,-1,-1,1417,1168,1160,1565,-1,1471,-1,1605,1739,-1,-1
GeminiTay,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1911,1545,1526,2143,-1,1442,-1,1362,-1,-1,-1,1861,-1,-1,-1
GeorgeNotFound,-1,-1,-1,-1,-1,2450,2004,2092,2509,2491,2071,2459,2127,1961,-1,2371,2423,2579,2590,-1,1923,2536,2256,2310,-1,-1,-1,-1,1180,-1,-1
GizzyGazza,-1,-1,1937,1473,-1,-1,1480,-1,1471,-1,-1,1767,-1,-1,-1,-1,-1,1589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GoodTimeWithScar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1434,1257,1391,1622,1173,1681,-1,-1,1818,1297,1041,1556
Graser10,-1,-1,-1,2008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Grian,-1,-1,-1,-1,-1,2111,1996,-1,1727,-1,2107,1962,2308,1827,1827,2461,2815,1751,2222,-1,1849,1866,-1,-1,1492,1841,-1,-1,-1,-1,-1
hannahxxrose,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2176,2039,-1,-1,2114,-1,2270,2578
HBomb94,2470,2877,2422,2453,2001,2972,3459,2998,3413,-1,2621,2600,2821,2731,-1,2165,2491,1791,-1,3009,-1,2253,-1,3251,2644,2756,-1,1975,2388,2518,2033
IHasCupquake,1032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
iicBunnyx,-1,-1,-1,-1,-1,-1,-1,-1,-1,811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
iJevin,1654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Illumina,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2282,2849,-1,3208,-1,2909,3486,-1,3865,2692,-1,-1,2768,2882,-1,-1,3960,-1,2538,2627
impulseSV,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1904,1341,1197,-1
InTheLittleWood,1967,1558,-1,2514,2472,2864,1837,1983,1606,-1,1766,-1,-1,2286,2134,-1,2289,-1,1576,2164,-1,-1,2245,1463,-1,1822,-1,1677,-1,2401,-1
Iskall85,-1,-1,-1,-1,2158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ItsJustOriah,-1,-1,-1,-1,-1,-1,-1,-1,-1,1312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
JackManifoldTV,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1571,1926,2191,1320,1544,1708,1616,2093,-1,-1,1792,1713,1365,-1,1970,1396,-1,1641
JackSucksAtLife,1208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
JamesCharles,-1,-1,-1,1101,-1,-1,-1,-1,-1,-1,708,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jameskii,1658,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
JamesTurner,725,952,1402,1681,1292,-1,1354,-1,-1,942,-1,-1,734,-1,-1,667,-1,-1,358,-1,-1,-1,-1,-1,-1,-1,-1,625,-1,-1,-1
JCtheCaster,2614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
JeromeASF,-1,-1,-1,2173,1813,-1,2543,-1,1671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jestanii,-1,1493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
JOEYGRACEFFA,1048,746,1500,1267,-1,-1,-1,347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jojosolos,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2517,3088,2071,2998,3180,-1,-1,3054,3119,2820,2663
KaraCorvus,2371,1980,1665,2372,2013,1971,2262,1718,1923,1695,1483,1927,1806,1398,730,-1,1544,1582,1391,1298,1450,-1,1688,-1,1701,1797,-1,-1,1329,1676,1722
KarlJacobs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1329,-1,1487,-1,-1,-1,1803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KatherineElizabeth,-1,1167,1118,1627,-1,1533,-1,1769,-1,-1,1044,-1,1430,1547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
King_Burren,2445,2483,1645,2215,2427,2172,1804,2327,-1,2395,1238,2142,-1,-1,-1,-1,1160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Kontuz,-1,-1,-1,-1,-1,-1,-1,-1,-1,941,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Krinios,-1,1709,2590,2779,2686,2431,3195,2402,-1,2865,1825,-1,2680,-1,1472,-1,-1,-1,2381,-1,1479,-1,-1,2474,-1,2309,-1,-1,-1,-1,2327
Krtzy,3029,2761,2506,3110,2507,-1,2718,3004,3024,-1,2142,-1,3049,2877,2094,2613,-1,2571,-1,2117,2010,-1,-1,2427,-1,2723,-1,-1,2413,2886,2263
KryticZeuz,1068,1112,1499,1479,1224,-1,1381,-1,-1,1019,-1,-1,1217,-1,-1,930,1823,-1,588,-1,2083,-1,2156,-1,2134,-1,-1,914,-1,-1,1721
LaurenZSide,-1,-1,-1,-1,937,-1,-1,-1,-1,-1,-1,1134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LDShadowLady,1469,1687,1522,-1,-1,917,-1,-1,-1,1862,-1,-1,1365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ludwigahgren,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,-1,-1,-1
Magistrex,-1,1264,1630,1542,1576,-1,1923,-1,-1,-1,-1,-1,-1,-1,-1,1408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Marielitai,-1,-1,886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mefs,-1,2655,-1,-1,2311,3223,-1,2784,2164,-1,-1,-1,2069,-1,-1,-1,-1,2390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Michaelmcchill,2941,2054,1505,2116,1619,2318,1645,2060,-1,2005,-1,1692,-1,-1,1777,-1,-1,-1,1242,-1,-1,1245,-1,1787,-1,-1,-1,-1,1166,1715,1661
MiniMuka,-1,2103,-1,1435,-1,1346,-1,1592,-1,-1,1936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MysterySalesman,869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MythicalSausage,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1428
NettyPlays,1351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Nihachu,-1,-1,-1,-1,-1,-1,-1,-1,-1,1260,600,1102,-1,1450,865,1700,1078,1194,1208,913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
OllieGamerz,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2200
OrionSound,-1,-1,984,1528,1581,1270,-1,-1,-1,-1,-1,-1,1814,1871,1290,1818,-1,1645,-1,1591,-1,2179,-1,1471,-1,1901,-1,-1,-1,1903,-1
PEARLBYTEZ,-1,-1,-1,-1,-1,-1,-1,-1,-1,705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PearlescentMoon,-1,-1,-1,-1,-1,1691,1496,1379,1972,-1,2226,1930,-1,-1,1324,1713,-1,2130,-1,-1,-1,1927,1293,1896,1766,-1,-1,955,-1,-1,-1
PeteZahHutt,2929,3657,3621,3313,3683,3525,4221,3040,3069,3368,-1,2889,3164,3862,-1,2382,3492,2454,2475,2678,2218,2920,2786,-1,2698,2845,-1,2383,3059,2806,2633
Ph1LzA,2261,3401,-1,3150,2075,2556,2931,2660,1923,2424,2140,3160,2839,2328,2000,2020,1209,1723,2706,2712,2091,-1,2278,1817,1764,2319,-1,2350,2675,2360,2206
Plumbella,-1,-1,456,884,455,-1,766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Pokimane,-1,-1,-1,-1,-1,-1,-1,-1,-1,676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ponk,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2079,1564,-1,-1,1622,1636,-1,-1,-1,2110,-1,-1,-1,1537,-1,-1
Punz,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2449,2649,3451,2976,3332,2005,2696,3029,3246,2505,2718,3317,-1,2727,2363,-1,2723,2628,2281,2198
Purpled,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2347,2742,3168,-1,3057,2762,3429,-1,3632,3003,3350,3867
Quackity,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1572,1162,1365,1186,1900,-1,-1,1623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Quig,3330,3769,2415,2685,3732,3519,3330,3549,2932,3730,2979,2741,2471,2948,2965,3328,3044,-1,2286,3466,-1,2690,3410,-1,-1,-1,-1,-1,-1,-1,-1
Rafessor,2313,2120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ranboo,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2167,2085,2627,2429,2856,2707,1875,2152,1534,1879,2110,2063,-1,2313,2843,2346,-1
RedVelvetCake,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1421,-1,-1,1483,-1,2176,2203
Renthedog,-1,-1,-1,1785,1703,1498,1243,1280,2099,-1,1675,1425,-1,1388,1396,-1,1686,-1,1139,-1,1829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
RIPmika,-1,-1,-1,-1,-1,-1,-1,453,699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Roguskii,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ryguyrocky,2470,2822,1759,-1,-1,2320,2477,-1,1939,-1,-1,2116,-1,-1,-1,-1,-1,-1,2193,2036,-1,2040,-1,2280,-1,1836,-1,-1,1849,-1,1766
Sapnap,-1,-1,-1,-1,-1,-1,2963,2497,3459,2284,2533,3138,2886,3380,4223,2697,2912,3181,3353,-1,3299,2519,3254,2959,2954,2840,-1,-1,2627,3192,3042
SB737,-1,-1,-1,-1,-1,-1,-1,1861,1925,-1,-1,2413,-1,2403,-1,-1,2735,-1,-1,2982,-1,-1,2818,-1,-1,-1,-1,-1,-1,1794,-1
Seapeekay,-1,2135,2122,2522,2433,2273,2648,2160,2116,-1,2218,2579,2063,2255,2411,2887,-1,1846,2246,2164,2649,2673,2947,2504,2151,2280,-1,-1,2136,2373,2291
Shadoune666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1635,2344
ShubbleYT,2626,1605,2562,1702,2447,2015,1376,1005,1684,2109,2150,1834,2001,1630,1218,1950,2089,1630,1600,1351,1589,1360,1580,1707,1574,1610,-1,1698,1304,1763,-1
Skeppy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1402,-1,-1,-1,-1,-1,-1,-1,-1,-1,1979,-1,-1,-1,-1,-1,-1,1566
Slimecicle,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1989,-1,-1,-1,-1,-1,-1,1214,-1,-1,-1,-1,-1
Smajor1995,2361,2567,2711,1950,2485,2375,2511,1801,2268,2752,2681,2400,2403,2721,2074,2348,2527,2660,1870,2056,1895,2448,2054,1607,1413,2205,-1,2073,2151,2078,1798
Smallishbeans,1943,2082,1898,-1,-1,1499,-1,2463,1670,2504,1768,2160,2066,-1,2246,2785,-1,1731,1643,-1,2580,2184,2291,1892,2609,2512,-1,-1,2249,-1,-1
Sneegsnag,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1438,2504,2281,1505,1759,-1,2096,-1,-1,-1,-1,2182,1636,-1,1593
Snifferish,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1657,1061,1559,-1,1431,1629,-1,1014,801,1516,1934
SolidarityGaming,2205,1508,2721,2097,2486,2216,1271,1748,1904,2313,1860,1970,-1,2099,1052,-1,2351,1829,2076,-1,1122,2046,1820,-1,1192,1323,-1,2096,1347,2045,-1
Spifey,-1,-1,-1,-1,-1,-1,-1,-1,1896,-1,-1,1679,-1,-1,-1,1882,-1,-1,-1,-1,-1,1490,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steph0sims,-1,-1,390,-1,727,533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sylvee_,-1,921,1513,-1,1277,1291,1769,1638,1606,1537,1053,-1,1641,1517,1399,2294,-1,2317,-1,-1,1900,1974,2188,2153,2324,2111,-1,1981,-1,1596,1540
TankMatt,1642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TapL,-1,-1,-1,-1,-1,-1,-1,2476,2051,2953,2776,2827,-1,2239,3268,2340,-1,2192,2087,2536,-1,1837,-1,2303,-1,1930,-1,-1,-1,-1,-1
TBNRfrags,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2236,2126,-1,-1,-1,1886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TeanaKitten,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,898,1067,-1,-1,-1,-1,-1,-1,-1,-1
Technoblade,-1,3669,2753,4307,2707,2783,3174,2905,3519,3478,3112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
The_Eret,1810,1805,1604,-1,1825,1518,2516,1559,1529,2024,-1,-1,1998,1671,-1,-1,1486,-1,1987,1140,-1,840,1675,-1,1392,1139,-1,-1,-1,-1,1422
TommyInnit,-1,3685,2530,3010,2257,2314,1997,2086,2751,1474,2879,2225,2338,2619,2116,1830,2188,2157,2829,1907,2481,2371,2445,2784,-1,1723,-1,2732,-1,1659,-1
ToxxxicSupport,-1,856,824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tubbo_,-1,-1,-1,-1,-1,-1,-1,-1,2351,1578,1803,2359,2688,2553,2312,2263,2090,2679,2373,1987,2280,1743,-1,2063,1968,2296,-1,2716,1965,1939,-1
VapeKit,-1,-1,-1,-1,-1,-1,-1,-1,-1,1471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
vGumiho,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1367,1627,2280,1136,1541,-1,1264,-1,1421,1468,-1,-1,1159,1953,-1
Vikkstar123,2825,3643,3123,3014,2660,-1,-1,-1,-1,-1,-1,-1,-1,2429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Vixella,626,752,745,957,897,-1,909,-1,-1,955,-1,-1,564,-1,-1,596,1637,-1,594,-1,-1,-1,-1,-1,-1,-1,-1,702,-1,-1,-1
VoiceoverPete,-1,-1,1160,-1,857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Wahzdah,1599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Wallibear,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2664
WilburSoot,1657,2447,1770,2129,2021,2139,2290,2283,1978,1916,2178,2211,1967,1431,2251,2002,2445,2170,1652,1463,1650,1806,1336,1610,1450,1556,-1,-1,-1,-1,-1
Wisp,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1937,2048,2447,2066,-1,1350,1771,2176,-1,-1,1980,-1,-1,-1,-1,-1,-1,-1,-1,-1
Wolv21,1643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
yammy_xox,1484,-1,-1,1582,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Yeetdaisie,-1,-1,-1,-1,-1,-1,-1,-1,-1,819,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
